1022973603,2000,1000
1024273603,2323,3232
8001332702,60,30
8001332703,60,30
8001332704,60,30
1006503402,30,15
1006503403,30,15
1006503404,30,15
1006503405,30,15
1006521902,30,15
1006521903,30,15
1006521904,30,15
1006521905,30,15
1000953602,60,39
1000953603,60,39
1000953604,60,39
1000953605,60,39
1000870102,35,24
1000870103,35,24
1000870104,35,24
1000870105,35,24
8001040102,45,24
8001040103,45,24
8001040104,45,24
8001342802,50,27
8001342803,50,27
8001342804,50,27
8001030102,95,66
8001030103,95,66
8001030104,95,66
8001110102,45,22
8001110103,45,22
8001110104,45,22
1000770302,50,25
1000770303,50,25
1000770304,50,25
1000770305,50,25
1003570502,50,25
1003570503,50,25
1003570504,50,25
1003570505,50,25
1005852002,44,30
1005852003,44,30
1005852004,44,30
1005852005,44,30
8001272802,35,24
8001272803,35,24
8001272804,35,24
8001272805,35,24
8001150102,40,20
8001150103,40,20
8001150104,40,20
8001150105,40,20
8001173602,55,33
8001173603,55,33
8001173604,55,33
8001173605,55,33
8001202802,65,35
8001202803,65,35
8001202804,65,35
8001202805,65,35
1007792802,45,24
1007792803,45,24
1007792804,45,24
1007792805,45,24
1003910502,25,15
1003910503,25,15
1003910504,25,15
1003910505,25,15
1003913702,26,15
1003913703,26,15
1003913704,26,15
1003913705,26,15
1003762102,22,13
1003762103,22,13
1003762104,22,13
1003762105,22,13
1003763602,22,13
1003763603,22,13
1003763604,22,13
1003763605,22,13
1004030302,25,15
1004030303,25,15
1004030304,25,15
1004030305,25,15
1003820202,28,16
1003820203,28,16
1003820204,28,16
1003820205,28,16
1003821402,28,16
1003821403,28,16
1003821404,28,16
1003821405,28,16
1003660302,35,17
1003660303,35,17
1003660304,35,17
1003660305,35,17
1003713602,30,15
1003713603,30,15
1003713604,30,15
1003713605,30,15
1007780302,30,15
1007780303,30,15
1007780304,30,15
1007780305,30,15
1003671702,25,12
1003671703,25,12
1003671704,25,12
1003671705,25,12
8002312202,65,32
8002312203,65,32
8002312204,65,32
8002312205,65,32
8002301302,65,32
8002301303,65,32
8002301304,65,32
8002301305,65,32
1002062102,60,30
1002062103,60,30
1002062104,60,30
1002062105,60,30
1002050502,60,30
1002050503,60,30
1002050504,60,30
1002050505,60,30
8003753602,85,42
8003753603,85,42
8003753604,85,42
8003753605,85,42
8003731102,85,42
8003731103,85,42
8003731104,85,42
8003731105,85,42
8007700205,50,27
1005810502,37,20
1005810503,37,20
1005810504,37,20
1005810505,37,20
1005960202,30,15
1005960203,30,15
1005960204,30,15
1005960205,30,15
1005773802,80,56
1005773803,80,56
1005773804,80,56
1005773805,80,56
1006400502,40,20
1006400503,40,20
1006400504,40,20
1006400505,40,20
8007690102,45,31
8007690103,45,31
8007690104,45,31
8007690105,45,31
8007700202,50,27
8007700203,50,27
8007700204,50,27
1005290102,65,32
1005290103,65,32
1005290104,65,32
1005290105,65,32
1005302302,70,35
1005302303,70,35
1005302304,70,35
1005302305,70,35
1005001302,40,24
1005001303,40,24
1005001304,40,24
1005001305,40,24
1005020502,60,42
1005020503,60,42
1005020504,60,42
1005020505,60,42
1005440302,40,26
1005440303,40,26
1005440304,40,26
1005440305,40,26
1005330102,82,57
1005330103,82,57
1005330104,82,57
1005330105,82,57
8010370102,35,17
8010370103,35,17
8010370104,35,17
8010370105,35,17
1005040102,55,27
1005040103,55,27
1005040104,55,27
1005040105,55,27
8001230202,30,21
8001230203,30,21
8001230204,30,21
8001230205,30,21
8001310802,35,17
8001310803,35,17
8001310804,35,17
8001310805,35,17
8001290102,45,22
8001290103,45,22
8001290104,45,22
8001290105,45,22
8002320602,65,32
8002320603,65,32
8002320604,65,32
8002320605,65,32
1002243702,20,10
1002243703,20,10
1002243704,20,10
1002243705,20,10
1008581402,30,15
1008581403,30,15
1008581404,30,15
1008581405,30,15
1008592102,30,15
1008592103,30,15
1008592104,30,15
1008592105,30,15
1008613602,30,15
1008613603,30,15
1008613604,30,15
1008613605,30,15
1002393602,45,22
1002393603,45,22
1002393604,45,22
1002393605,45,22
1005081402,30,15
1005081403,30,15
1005081404,30,15
1005081405,30,15
1003890102,25,15
1003890103,25,15
1003890104,25,15
1003890105,25,15
1003851402,28,16
1003851403,28,16
1003851404,28,16
1003851405,28,16
1002323602,45,22
1002323603,45,22
1002323604,45,22
1002323605,45,22
1008703602,35,17
1008703603,35,17
1008703604,35,17
1008703605,35,17
1002273602,35,17
1002273603,35,17
1002273604,35,17
1002273605,35,17
1008603402,30,15
1008603403,30,15
1008603404,30,15
1008603405,30,15
8005342802,42,21
8005342803,42,21
8005342804,42,21
8005342805,42,21
1008153602,35,21
1008153603,35,21
1008153604,35,21
1008153605,35,21
1008163602,40,24
1008163603,40,24
1008163604,40,24
1008163605,40,24
8005301402,30,18
8005301403,30,18
8005301404,30,18
8005301405,30,18
8005381302,45,22
8005381303,45,22
8005381304,45,22
8005381305,45,22
8005500102,65,32
8005500103,65,32
8005500104,65,32
8005500105,65,32
8005493602,60,30
8005493603,60,30
8005493604,60,30
8005493605,60,30
8001580302,80,40
8001580303,80,40
8001580304,80,40
8001580305,80,40
1005750102,40,28
1005750103,40,28
1005750104,40,28
1005750105,40,28
1005831302,40,20
1005831303,40,20
1005831304,40,20
1005831305,40,20
1005780302,30,15
1005780303,30,15
1005780304,30,15
1005780305,30,15
1005932802,30,15
1005932803,30,15
1005932804,30,15
1005932805,30,15
1006033602,55,38
1006033603,55,38
1006033604,55,38
1006033605,55,38
1005970202,30,15
1005970203,30,15
1005970204,30,15
1005970205,30,15
1005620102,30,21
1005620103,30,21
1005620104,30,21
1005620105,30,21
1005790302,30,15
1005790303,30,15
1005790304,30,15
1005790305,30,15
1008033302,80,56
1008033303,80,56
1008033304,80,56
1008033305,80,56
1008243602,90,63
1008243603,90,63
1008243604,90,63
1008243605,90,63
1006203602,35,17
1006203603,35,17
1006203604,35,17
1006203605,35,17
1008262802,45,22
1008262803,45,22
1008262804,45,22
1008262805,45,22
1006470102,35,24
1006470103,35,24
1006470104,35,24
1006470105,35,24
8008080102,65,45
8008080103,65,45
8008080104,65,45
8008080105,65,45
1005720102,30,21
1005720103,30,21
1005720104,30,21
1005720105,30,21
1005922802,40,20
1005922803,40,20
1005922804,40,20
1005922805,40,20
1005993302,40,20
1005993303,40,20
1005993304,40,20
1005993305,40,20
1005690102,40,20
1005690103,40,20
1005690104,40,20
1005690105,40,20
1005700102,22,15
1005700103,22,15
1005700104,22,15
1005700105,22,15
1006063602,22,12
1006063603,22,12
1006063604,22,12
1006063605,22,12
1005230102,100,50
1005230103,100,50
1005230104,100,50
1005230105,100,50
1005231102,100,50
1005231103,100,50
1005231104,100,50
1005231105,100,50
1005210102,50,25
1005210103,50,25
1005210104,50,25
1005210105,50,25
1005211402,50,25
1005211403,50,25
1005211404,50,25
1005211405,50,25
8004990105,60,42
8005003602,60,30
8005003603,60,30
8005003604,60,30
8005003605,60,30
8008160102,45,22
8008160103,45,22
8008160104,45,22
8008160105,45,22
8005181102,45,24
8005181103,45,24
8005181104,45,24
8004990102,60,42
8004990103,60,42
8004990104,60,42
1008140102,60,33
1008140103,60,33
1008140104,60,33
1008140105,60,33
1008312602,65,32
1008312603,65,32
1008312604,65,32
1008312605,65,32
1008182602,55,27
1008182603,55,27
1008182604,55,27
1008182605,55,27
1008182802,55,27
